iShares Core S&P 500 ETF
Fund Holdings as of,"Dec 06, 2024"
Inception Date,"May 15, 2000"
Shares Outstanding,"957,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ITW","ILLINOIS TOOL INC","Industrials","Equity","834,680,350.89","0.14","834,680,350.89","3,051,513.00","273.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","825,887,384.28","0.14","825,887,384.28","6,204,548.00","133.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","823,913,820.12","0.14","823,913,820.12","655,054.00","1,257.78","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"EOG","EOG RESOURCES INC","Energy","Equity","820,772,558.58","0.14","820,772,558.58","6,421,818.00","127.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","810,612,351.22","0.14","810,612,351.22","633,682.00","1,279.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","810,634,827.80","0.14","810,634,827.80","4,312,805.00","187.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","803,823,739.46","0.14","803,823,739.46","2,511,086.00","320.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","791,677,567.80","0.14","791,677,567.80","2,912,721.00","271.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","785,558,495.43","0.13","785,558,495.43","14,207,967.00","55.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","782,652,471.90","0.13","782,652,471.90","13,766,974.00","56.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","772,145,887.77","0.13","772,145,887.77","2,639,003.00","292.59","United States","NASDAQ","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","754,342,210.70","0.13","754,342,210.70","21,896,726.00","34.45","United States","NASDAQ","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","748,719,356.58","0.13","748,719,356.58","2,433,198.00","307.71","United States","NASDAQ","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","735,361,518.30","0.13","735,361,518.30","1,552,542.00","473.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","734,283,072.50","0.13","734,283,072.50","2,474,750.00","296.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","719,362,671.90","0.12","719,362,671.90","2,783,265.00","258.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","719,060,138.00","0.12","719,060,138.00","6,596,882.00","109.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","718,258,810.32","0.12","718,258,810.32","3,264,516.00","220.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","716,020,465.28","0.12","716,020,465.28","2,860,192.00","250.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","714,790,959.00","0.12","714,790,959.00","15,124,650.00","47.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","714,403,296.12","0.12","714,403,296.12","2,545,259.00","280.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","711,396,515.73","0.12","711,396,515.73","7,170,613.00","99.21","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","698,565,755.88","0.12","698,565,755.88","9,482,364.00","73.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","691,777,599.39","0.12","691,777,599.39","5,225,301.00","132.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","690,326,743.68","0.12","690,326,743.68","2,674,752.00","258.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","686,086,891.96","0.12","686,086,891.96","5,920,667.00","115.88","United States","NASDAQ","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","682,724,370.65","0.12","682,724,370.65","16,228,295.00","42.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","680,412,849.48","0.12","680,412,849.48","4,969,419.00","136.92","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","677,984,991.11","0.12","677,984,991.11","12,693,971.00","53.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","672,292,024.80","0.12","672,292,024.80","2,574,352.00","261.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","671,040,142.17","0.12","671,040,142.17","8,334,867.00","80.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","671,040,779.50","0.12","671,040,779.50","2,098,642.00","319.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","669,785,430.06","0.11","669,785,430.06","3,475,974.00","192.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","667,297,602.40","0.11","667,297,602.40","1,210,627.00","551.20","United States","NASDAQ","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","665,940,586.22","0.11","665,940,586.22","2,553,649.00","260.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","657,307,619.73","0.11","657,307,619.73","277,131.00","2,371.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","656,912,875.52","0.11","656,912,875.52","16,037,912.00","40.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","645,894,097.28","0.11","645,894,097.28","751,984.00","858.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","642,796,848.25","0.11","642,796,848.25","642,796,848.00","100.00","United States","-","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","640,739,187.20","0.11","640,739,187.20","7,151,107.00","89.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","638,433,998.72","0.11","638,433,998.72","192,913.00","3,309.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","636,326,495.04","0.11","636,326,495.04","3,461,306.00","183.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","636,317,805.16","0.11","636,317,805.16","7,544,674.00","84.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","636,315,297.85","0.11","636,315,297.85","636,315,298.00","1.00","United States","-","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","629,106,030.02","0.11","629,106,030.02","2,877,097.00","218.66","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","622,730,872.50","0.11","622,730,872.50","1,108,950.00","561.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","620,754,875.94","0.11","620,754,875.94","3,880,203.00","159.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","613,992,928.00","0.11","613,992,928.00","9,890,350.00","62.08","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","610,864,857.75","0.10","610,864,857.75","5,692,525.00","107.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","608,348,082.72","0.10","608,348,082.72","4,727,604.00","128.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","607,273,825.80","0.10","607,273,825.80","2,982,095.00","203.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","605,630,042.76","0.10","605,630,042.76","21,808,788.00","27.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","594,654,030.00","0.10","594,654,030.00","501,750.00","1,185.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","594,179,654.00","0.10","594,179,654.00","1,778,981.00","334.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","589,521,969.60","0.10","589,521,969.60","3,767,395.00","156.48","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","587,558,545.60","0.10","587,558,545.60","1,547,836.00","379.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","576,061,663.05","0.10","576,061,663.05","6,010,033.00","95.85","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","570,554,407.52","0.10","570,554,407.52","3,780,008.00","150.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","566,210,457.66","0.10","566,210,457.66","6,644,103.00","85.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","557,547,418.26","0.10","557,547,418.26","810,754.00","687.69","United States","NASDAQ","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","553,210,796.74","0.09","553,210,796.74","1,663,942.00","332.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","552,474,470.69","0.09","552,474,470.69","9,835,757.00","56.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","549,544,857.60","0.09","549,544,857.60","7,272,960.00","75.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","548,361,344.10","0.09","548,361,344.10","888,495.00","617.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","545,401,646.47","0.09","545,401,646.47","4,609,937.00","118.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","532,764,592.79","0.09","532,764,592.79","12,959,489.00","41.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","531,079,579.20","0.09","531,079,579.20","9,475,104.00","56.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","525,857,143.38","0.09","525,857,143.38","6,161,907.00","85.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","525,353,814.26","0.09","525,353,814.26","3,314,326.00","158.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","524,211,218.55","0.09","524,211,218.55","6,467,751.00","81.05","United States","NASDAQ","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","523,139,365.20","0.09","523,139,365.20","3,432,673.00","152.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","519,021,259.20","0.09","519,021,259.20","1,298,852.00","399.60","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","517,172,771.82","0.09","517,172,771.82","3,620,137.00","142.86","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","512,497,695.51","0.09","512,497,695.51","3,803,887.00","134.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","510,289,793.44","0.09","510,289,793.44","4,031,999.00","126.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","508,244,979.84","0.09","508,244,979.84","2,835,872.00","179.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","506,387,340.00","0.09","506,387,340.00","5,626,526.00","90.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","502,720,658.16","0.09","502,720,658.16","2,142,519.00","234.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","502,007,022.94","0.09","502,007,022.94","24,692,918.00","20.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","500,883,612.36","0.09","500,883,612.36","2,615,034.00","191.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","499,888,966.50","0.09","499,888,966.50","4,908,090.00","101.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","499,602,542.88","0.09","499,602,542.88","2,305,716.00","216.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","494,039,980.48","0.08","494,039,980.48","21,630,472.00","22.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","486,659,004.45","0.08","486,659,004.45","6,803,565.00","71.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","480,899,771.52","0.08","480,899,771.52","2,474,528.00","194.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","479,566,138.59","0.08","479,566,138.59","1,970,199.00","243.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","475,925,374.08","0.08","475,925,374.08","3,618,654.00","131.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","469,054,661.40","0.08","469,054,661.40","3,401,905.00","137.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","467,351,104.05","0.08","467,351,104.05","7,242,385.00","64.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","466,111,438.80","0.08","466,111,438.80","4,557,210.00","102.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","465,129,584.82","0.08","465,129,584.82","7,818,618.00","59.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","463,465,460.70","0.08","463,465,460.70","44,097,570.00","10.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","463,504,148.64","0.08","463,504,148.64","11,220,144.00","41.31","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","463,268,175.48","0.08","463,268,175.48","3,295,406.00","140.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","461,738,306.48","0.08","461,738,306.48","1,608,508.00","287.06","United States","NASDAQ","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","454,252,225.50","0.08","454,252,225.50","5,598,031.00","81.14","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","453,487,096.29","0.08","453,487,096.29","2,715,329.00","167.01","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","451,493,204.00","0.08","451,493,204.00","4,523,980.00","99.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","450,340,060.17","0.08","450,340,060.17","870,441.00","517.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","448,379,425.26","0.08","448,379,425.26","5,554,062.00","80.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","446,195,453.55","0.08","446,195,453.55","2,729,859.00","163.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","444,227,783.81","0.08","444,227,783.81","7,500,047.00","59.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","441,823,541.98","0.08","441,823,541.98","3,121,766.00","141.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","441,817,040.42","0.08","441,817,040.42","1,096,157.00","403.06","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","439,131,090.86","0.08","439,131,090.86","6,296,689.00","69.74","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","437,039,247.95","0.07","437,039,247.95","3,175,465.00","137.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","432,406,037.00","0.07","432,406,037.00","2,130,079.00","203.00","United States","NASDAQ","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","431,084,724.84","0.07","431,084,724.84","8,698,239.00","49.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","427,848,247.68","0.07","427,848,247.68","1,491,488.00","286.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","427,494,667.55","0.07","427,494,667.55","11,294,443.00","37.85","United States","NASDAQ","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","422,963,080.00","0.07","422,963,080.00","1,769,720.00","239.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","419,195,962.80","0.07","419,195,962.80","5,159,970.00","81.24","United States","NASDAQ","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","416,354,646.47","0.07","416,354,646.47","7,965,461.00","52.27","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","416,060,517.92","0.07","416,060,517.92","12,715,786.00","32.72","United States","NASDAQ","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","413,846,531.46","0.07","413,846,531.46","4,230,262.00","97.83","United States","NASDAQ","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","409,002,032.16","0.07","409,002,032.16","6,286,536.00","65.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","406,435,523.55","0.07","406,435,523.55","1,978,655.00","205.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","405,045,308.16","0.07","405,045,308.16","929,664.00","435.69","United States","NASDAQ","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","401,148,452.58","0.07","401,148,452.58","690,231.00","581.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","400,925,983.00","0.07","400,925,983.00","3,248,995.00","123.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","400,621,584.87","0.07","400,621,584.87","1,659,507.00","241.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","400,090,146.80","0.07","400,090,146.80","11,052,214.00","36.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","398,479,457.04","0.07","398,479,457.04","1,886,204.00","211.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","398,115,553.92","0.07","398,115,553.92","3,313,212.00","120.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","396,319,964.40","0.07","396,319,964.40","1,955,880.00","202.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","395,592,287.52","0.07","395,592,287.52","3,309,288.00","119.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","391,430,536.90","0.07","391,430,536.90","2,393,485.00","163.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","390,521,146.00","0.07","390,521,146.00","4,715,300.00","82.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","383,094,481.89","0.07","383,094,481.89","1,359,793.00","281.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","382,152,184.21","0.07","382,152,184.21","2,680,453.00","142.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","379,616,410.62","0.07","379,616,410.62","1,736,739.00","218.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","379,228,642.98","0.07","379,228,642.98","4,673,757.00","81.14","United States","NASDAQ","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","378,578,662.06","0.06","378,578,662.06","1,281,493.00","295.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","374,332,494.15","0.06","374,332,494.15","11,827,251.00","31.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","372,868,943.10","0.06","372,868,943.10","1,397,455.00","266.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","372,453,558.08","0.06","372,453,558.08","3,714,136.00","100.28","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","370,379,625.88","0.06","370,379,625.88","3,906,134.00","94.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","369,981,016.03","0.06","369,981,016.03","1,146,979.00","322.57","United States","NASDAQ","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","366,173,277.90","0.06","366,173,277.90","4,361,802.00","83.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","366,021,340.56","0.06","366,021,340.56","2,415,026.00","151.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","363,407,722.25","0.06","363,407,722.25","1,604,095.00","226.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","361,524,585.60","0.06","361,524,585.60","7,604,640.00","47.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","360,864,789.41","0.06","360,864,789.41","7,643,821.00","47.21","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","359,257,438.54","0.06","359,257,438.54","6,059,326.00","59.29","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","357,872,991.12","0.06","357,872,991.12","4,628,466.00","77.32","United States","NASDAQ","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","353,024,959.08","0.06","353,024,959.08","2,116,076.00","166.83","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","351,752,714.84","0.06","351,752,714.84","4,525,897.00","77.72","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","351,560,972.25","0.06","351,560,972.25","14,678,955.00","23.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","351,361,744.78","0.06","351,361,744.78","5,522,819.00","63.62","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","349,256,489.42","0.06","349,256,489.42","1,841,002.00","189.71","United States","NASDAQ","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","346,680,172.38","0.06","346,680,172.38","2,743,374.00","126.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","346,599,649.20","0.06","346,599,649.20","3,569,880.00","97.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","344,134,576.08","0.06","344,134,576.08","1,218,348.00","282.46","United States","NASDAQ","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","343,606,541.85","0.06","343,606,541.85","1,721,907.00","199.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","342,072,181.00","0.06","342,072,181.00","2,093,465.00","163.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
